gene_name,log2FoldChange,pvalue,log pvalue
SAUSA300_RS06845,1.326743898,1.65E-18,17.78120948
mobA,1.32713051,4.78E-06,5.320679856
-,1.328701272,2.11E-12,11.67646312
-,1.331299658,1.51E-07,6.820070199
isdI,1.331747471,1.17E-05,4.933104926
nreB,1.334321657,5.73E-20,19.241788
SAUSA300_RS02545,1.340773963,5.21E-07,6.282795988
SAUSA300_RS05965,1.341270392,5.94E-08,7.226222515
SAUSA300_RS12440,1.343158302,8.15E-22,21.08879576
-,1.349266367,4.93E-05,4.307068276
SAUSA300_RS15410,1.349517186,7.55E-06,5.121897207
cstB,1.351195455,9.81E-08,7.008161632
priA,1.353635632,5.90E-10,9.229454675
sdhA,1.360028244,7.21E-11,10.14228185
vraF,1.36478859,1.43E-09,8.845901567
SAUSA300_RS08500,1.36663041,0.000136663,3.864348657
rpoD,1.366960469,1.81E-09,8.741730495
dhaK,1.367723067,1.56E-07,6.805574001
pstA,1.369001585,0.000493489,3.306722288
-,1.370817692,2.32E-11,10.6338665
SAUSA300_RS06640,1.371342375,0.000188789,3.724023332
coaE,1.372953154,1.08E-08,7.964586871
clpB,1.37526308,2.37E-10,9.626077167
-,1.377238521,0.000416074,3.380829445
cspA,1.379096483,4.31E-14,13.36576899
SAUSA300_RS15500,1.379791138,1.10E-09,8.957716292
SAUSA300_RS00280,1.380060918,8.00E-08,7.09710176
-,1.383475448,1.66E-05,4.779361859
-,1.383702791,6.24E-07,6.205019438
-,1.384523666,0.00042358,3.373064344
SAUSA300_RS02565,1.39025051,6.26E-10,9.203646338
SAUSA300_RS00365,1.391723485,7.43E-05,4.128977764
SAUSA300_RS04505,1.400546107,0.03081891,1.511182723
SAUSA300_RS09425,1.404742797,4.14E-09,8.382961084
SAUSA300_RS11525,1.4104043,2.77E-07,6.557645912
SAUSA300_RS10555,1.417720293,3.64E-06,5.438841591
SAUSA300_RS12785,1.417826004,3.54E-10,9.451495202
-,1.420812508,3.33E-06,5.477758505
SAUSA300_RS08745,1.421580864,1.40E-05,4.8542433
SAUSA300_RS10105,1.42242626,2.87E-08,7.542356164
SAUSA300_RS05415,1.42430934,7.09E-14,13.14948262
yajC,1.42606825,9.98E-12,11.00082703
SAUSA300_RS08790,1.429794446,1.12E-31,30.94910478
spoVG,1.431188158,1.18E-08,7.929126466
menE,1.4315381,3.46E-09,8.460914492
SAUSA300_RS10260,1.43324422,9.14E-13,12.03914982
SAUSA300_RS03545,1.433974741,3.53E-16,15.45165962
SAUSA300_RS08120,1.437526756,0.000124717,3.904075405
SAUSA300_RS10485,1.437552671,0.000674471,3.171036747
rocF,1.438808764,3.83E-30,29.41689801
-,1.442552711,2.81E-06,5.551653355
SAUSA300_RS07660,1.444379373,0.002931201,2.53295434
SAUSA300_RS07055,1.444860262,6.71E-19,18.17325691
-,1.448909687,8.04E-09,8.094483258
SAUSA300_RS08340,1.449212756,2.95E-10,9.529464349
SAUSA300_RS07295,1.450204348,2.43E-11,10.6140801
-,1.450742645,0.000648805,3.187885557
SAUSA300_RS05435,1.453269689,4.74E-18,17.32459909
SAUSA300_RS05030,1.454119315,0.001209357,2.917445425
pyrR,1.454889264,3.57E-07,6.447314252
-,1.458212739,5.88E-14,13.23087904
sdrC,1.458902928,8.45E-11,10.073361
moaA,1.459065315,1.05E-07,6.979672391
-,1.459696325,6.13E-05,4.212266294
lrgA,1.46156823,7.02E-17,16.15373965
SAUSA300_RS10425,1.469564474,2.78E-06,5.556563477
recN,1.471733471,7.32E-12,11.13535441
-,1.48254984,3.30E-11,10.48130988
ybeY,1.484129818,4.25E-07,6.371996699
SAUSA300_RS01310,1.485013392,1.50E-30,29.82434517
SAUSA300_RS10950,1.486231623,4.64E-29,28.33385346
SAUSA300_RS00175,1.488947103,1.80E-28,27.74458953
SAUSA300_RS03235,1.49040551,4.64E-23,22.33368993
sucC,1.495466838,4.50E-10,9.346827783
tarK,1.49788142,2.28E-23,22.64263109
isdD,1.498236953,0.000317499,3.498257883
pde2,1.500754871,2.05E-12,11.68812157
sucD,1.501935744,9.94E-10,9.002589494
SAUSA300_RS08090,1.503986829,0.049790764,1.302851206
SAUSA300_RS14435,1.506004797,6.57E-07,6.182414472
thiE,1.506106463,5.27E-06,5.277905601
gndA,1.509367558,2.12E-06,5.673114099
SAUSA300_RS03245,1.509704534,1.17E-08,7.930985155
SAUSA300_RS09545,1.510435978,1.84E-05,4.734011627
ytkD,1.511631237,3.38E-05,4.470504086
sarX,1.516145122,2.94E-06,5.531258403
SAUSA300_RS10530,1.517187707,0.003707417,2.430928569
-,1.526066629,8.96E-06,5.047878859
SAUSA300_RS08260,1.526726975,6.03E-08,7.21969357
SAUSA300_RS03395,1.53225432,1.71E-09,8.767376152
mazE,1.534335381,1.53E-09,8.81560264
SAUSA300_RS15225,1.542491646,0.000152686,3.816201736
SAUSA300_RS01800,1.542712574,3.37E-08,7.472336888
trxB,1.546325502,4.99E-13,12.30157038
SAUSA300_RS04465,1.551665805,3.02E-12,11.52045819
SAUSA300_RS02530,1.555384994,2.86E-07,6.542986015
SAUSA300_RS13745,1.562434982,4.13E-06,5.383797216
SAUSA300_RS02055,1.564514183,4.15E-24,23.38180872
SAUSA300_RS13140,1.566056051,4.32E-16,15.36498628
SAUSA300_RS04885,1.568626923,7.72E-10,9.112491075
dhaL,1.570147921,4.40E-08,7.356325509
SAUSA300_RS10745,1.571685752,9.31E-24,23.03117237
-,1.580493659,0.003059324,2.51437451
SAUSA300_RS10785,1.581563841,2.44E-38,37.61272086
whiA,1.586498925,5.13E-10,9.28990903
SAUSA300_RS10795,1.58732379,4.97E-25,24.30354387
traP,1.590606323,4.36E-29,28.36058237
SAUSA300_RS12680,1.590670586,1.53E-15,14.81590154
SAUSA300_RS13295,1.593772369,9.45E-11,10.02472899
SAUSA300_RS09240,1.594073838,1.90E-10,9.720222124
lytM,1.59484444,4.37E-10,9.359564308
SAUSA300_RS07095,1.597121406,1.25E-15,14.90384784
harA,1.601421267,3.67E-48,47.43561694
SAUSA300_RS11920,1.601555653,2.39E-11,10.62090705
SAUSA300_RS10885,1.601569135,0.007210879,2.142011801
-,1.608002347,2.09E-06,5.67949071
SAUSA300_RS14955,1.608653653,6.24E-21,20.20504476
SAUSA300_RS05065,1.61602443,9.05E-12,11.04358853
-,1.616694912,3.91E-11,10.40827286
-,1.617160282,2.51E-10,9.60006885
SAUSA300_RS01315,1.617369999,9.77E-31,30.01009117
SAUSA300_RS00485,1.618831594,1.72E-13,12.76385424
-,1.619718705,0.035737913,1.446870818
-,1.620900173,3.28E-17,16.48371061
SAUSA300_RS11505,1.62405017,5.62E-16,15.25020522
SAUSA300_RS01805,1.62492741,2.85E-11,10.54534323
dhaM,1.630801887,2.72E-10,9.565920904
SAUSA300_RS10925,1.631061052,1.27E-37,36.89553769
-,1.637263475,2.52E-06,5.599418764
SAUSA300_RS02265,1.640199353,1.08E-15,14.96522553
SAUSA300_RS12850,1.642566484,5.15E-23,22.28856211
SAUSA300_RS13965,1.643481442,5.35E-06,5.271601836
sucB,1.647791484,7.53E-11,10.12339143
-,1.649060353,3.02E-13,12.52050024
SAUSA300_RS11570,1.650258458,1.45E-06,5.838799917
SAUSA300_RS11435,1.657987097,9.46E-45,44.02428864
-,1.661855258,5.24E-05,4.280788803
SAUSA300_RS10835,1.671067786,7.62E-07,6.11806058
moaD,1.671076624,1.05E-06,5.979805773
SAUSA300_RS10710,1.671654043,1.11E-06,5.954822739
SAUSA300_RS04370,1.673850945,1.23E-14,13.91103428
SAUSA300_RS03330,1.677776094,4.99E-46,45.30157466
SAUSA300_RS12275,1.678721226,2.61E-10,9.583782231
SAUSA300_RS09340,1.683645501,6.11E-47,46.21377144
-,1.687123114,0.011619317,1.934819401
deoD,1.687589496,5.07E-08,7.294629185
glmU,1.690504769,9.71E-13,12.01295743
-,1.690649163,6.42E-12,11.19247858
SAUSA300_RS00145,1.691100124,0.016180278,1.791014014
-,1.691785808,3.50E-15,14.45610672
hemQ,1.691900096,6.25E-22,21.2040075
SAUSA300_RS10665,1.694997566,3.91E-21,20.40837037
SAUSA300_RS13800,1.698030058,5.74E-09,8.241043567
sbi,1.698045143,2.73E-41,40.56439094
SAUSA300_RS07365,1.717541365,1.19E-15,14.9228743
SAUSA300_RS01445,1.722336852,2.36E-10,9.627782928
SAUSA300_RS10715,1.723164167,0.000572504,3.242221484
SAUSA300_RS12470,1.723775559,1.01E-07,6.996435684
SAUSA300_RS04990,1.724581078,2.34E-25,24.63064179
SAUSA300_RS04995,1.725067502,8.86E-16,15.05262091
ssrA,1.730079317,9.95E-45,44.00211654
isaB,1.73297782,2.71E-46,45.56671913
SAUSA300_RS03875,1.749423588,9.55E-10,9.019795094
SAUSA300_RS06535,1.752474325,0.026800357,1.571859424
-,1.761970554,5.11E-12,11.29179018
SAUSA300_RS00250,1.764716294,2.73E-09,8.56316609
SAUSA300_RS01375,1.768751037,1.29E-15,14.88976397
SAUSA300_RS10700,1.769145505,0.00101001,2.995674113
SAUSA300_RS16100,1.770315707,7.79E-13,12.10821668
nagB,1.781388016,2.39E-15,14.6222403
rpmG,1.781986922,4.80E-27,26.31885417
-,1.792765281,2.05E-12,11.68884508
mobB,1.801398109,1.30E-08,7.886327146
SAUSA300_RS05685,1.806159129,1.17E-09,8.932144979
SAUSA300_RS01730,1.812076286,3.80E-08,7.419734706
sel26,1.813880261,3.23E-08,7.490710827
-,1.814249436,0.000131179,3.882134833
SAUSA300_RS07675,1.816235245,4.16E-10,9.381415037
SAUSA300_RS07105,1.816605781,7.82E-11,10.10704059
SAUSA300_RS13615,1.823818365,3.05E-14,13.51595892
SAUSA300_RS14615,1.824519306,4.35E-10,9.361616856
SAUSA300_RS06635,1.825622448,5.05E-34,33.29666038
mqo,1.82933249,2.27E-14,13.64352417
lacB,1.832166133,0.047023026,1.327689422
SAUSA300_RS10420,1.833799469,4.62E-11,10.33545738
SAUSA300_RS10695,1.83528444,9.98E-18,17.00094252
SAUSA300_RS12295,1.835328068,9.65E-13,12.01563394
SAUSA300_RS00140,1.83638793,9.17E-40,39.03750279
SAUSA300_RS00935,1.84910426,2.86E-25,24.54317444
gyrB,1.849734469,7.85E-13,12.10535282
vraD,1.850648266,0.000118964,3.924583657
pepG1,1.852320161,1.90E-13,12.72237678
-,1.853019105,6.13E-11,10.21245341
SAUSA300_RS10860,1.853709348,5.82E-09,8.235026296
SAUSA300_RS09480,1.85601004,1.58E-11,10.80028668
SAUSA300_RS13630,1.856506223,5.41E-09,8.267129102
mecA,1.857255607,8.52E-35,34.0693067
SAUSA300_RS04470,1.859356464,2.44E-11,10.61242171
uvrA,1.861842303,6.17E-09,8.209628187
SAUSA300_RS10730,1.865018102,7.81E-10,9.107551446
SAUSA300_RS02115,1.867401288,2.48E-05,4.604919195
SAUSA300_RS03865,1.870701589,2.32E-09,8.63514726
SAUSA300_RS01725,1.873172447,8.09E-09,8.092095242
-,1.874922671,4.60E-18,17.33695474
SAUSA300_RS09000,1.8774404,3.65E-24,23.43765318
bshC,1.889118077,9.91E-11,10.00405318
SAUSA300_RS10650,1.889482736,3.63E-41,40.43989622
SAUSA300_RS06850,1.890549747,2.03E-09,8.693238896
-,1.891920643,9.03E-05,4.044111335
SAUSA300_RS08125,1.89264788,8.29E-11,10.08140179
SAUSA300_RS06680,1.900166212,1.29E-16,15.88947409
sph,1.900468926,1.96E-12,11.70873988
SAUSA300_RS09010,1.900675049,9.01E-33,32.04524105
menB,1.901725132,1.97E-16,15.70657692
isdB,1.902265599,4.30E-09,8.366704682
-,1.904013112,1.14E-10,9.943010071
SAUSA300_RS05995,1.90760397,5.99E-33,32.22266465
SAUSA300_RS10735,1.912883054,4.19E-26,25.37818434
recA,1.91685075,1.41E-13,12.85164876
ssb,1.924298093,1.20E-23,22.92003968
rny,1.925072113,2.35E-15,14.62836639
glp,1.930220548,8.29E-11,10.08165635
pdhA,1.936123443,4.57E-10,9.340391388
hypR,1.937387174,4.72E-07,6.326073373
ald,1.939959194,4.22E-26,25.37483181
-,1.961676568,9.63E-16,15.01652438
-,1.96525259,1.78E-10,9.749058106
SAUSA300_RS07975,1.965346435,1.06E-09,8.972676814
lexA,1.968488001,3.30E-25,24.48126558
sbcC,1.968529145,2.34E-11,10.63152052
SAUSA300_RS11705,1.973085915,4.68E-15,14.32953132
SAUSA300_RS14275,1.974268826,6.89E-11,10.16176536
SAUSA300_RS15990,1.976873032,5.07E-06,5.295110153
SAUSA300_RS09325,1.983016939,6.15E-39,38.21144335
SAUSA300_RS07330,1.984485149,5.48E-12,11.26084138
nreC,1.98617936,1.25E-45,44.90276271
era,1.987008697,2.37E-10,9.625204344
-,1.99116002,2.19E-05,4.659518476
dnaG,1.99212095,1.28E-24,23.89410923
SAUSA300_RS04360,1.999024571,5.38E-12,11.26925835
-,2.005625251,9.59E-07,6.018351581
SAUSA300_RS10655,2.006806332,1.71E-11,10.76823193
SAUSA300_RS04185,2.010176444,4.13E-06,5.384255607
icd,2.017896687,8.13E-13,12.08991971
cdd,2.021007978,2.41E-10,9.617352704
SAUSA300_RS10645,2.031875433,5.16E-59,58.28723443
SAUSA300_RS04565,2.03986588,5.31E-28,27.27488895
SAUSA300_RS00260,2.040645718,3.11E-13,12.50702391
SAUSA300_RS10640,2.040966874,7.35E-42,41.13370879
isdC,2.045066194,4.84E-05,4.315006681
SAUSA300_RS01735,2.054755289,2.31E-11,10.63646036
SAUSA300_RS01085,2.059194376,4.32E-28,27.36489664
SAUSA300_RS12805,2.0686717,2.33E-13,12.63177016
SAUSA300_RS13315,2.070915645,4.89E-15,14.31064995
SAUSA300_RS13650,2.075002165,4.97E-14,13.30322858
dnaN,2.076692418,1.58E-38,37.80018976
SAUSA300_RS13730,2.079315653,9.57E-15,14.01925275
SAUSA300_RS04480,2.080573306,2.00E-36,35.69826653
rlmH,2.084283643,1.58E-45,44.8005195
SAUSA300_RS05425,2.09103508,1.01E-08,7.997532325
SAUSA300_RS05360,2.092062361,7.50E-11,10.12469015
cstA,2.092622088,2.10E-12,11.6787505
-,2.10009076,1.77E-14,13.75191913
SAUSA300_RS10095,2.103361536,6.92E-44,43.16000871
SAUSA300_RS10505,2.105591473,7.54E-18,17.12254285
dnaA,2.106529869,3.61E-59,58.44281089
-,2.119206142,0.002994533,2.523670893
SAUSA300_RS05805,2.122148711,2.44E-44,43.61281911
gyrA,2.128047531,3.66E-17,16.4363536
SAUSA300_RS09735,2.131389588,0.012537194,1.901799638
SAUSA300_RS02715,2.135259954,1.27E-26,25.89778539
-,2.148079441,3.79E-07,6.421398
SAUSA300_RS13735,2.150784143,5.56E-12,11.25523024
-,2.151563931,4.36E-17,16.36036008
SAUSA300_RS11835,2.156832699,4.12E-09,8.384757483
-,2.159322634,1.33E-11,10.87493531
SAUSA300_RS05355,2.163094918,1.50E-11,10.82389446
lpdA,2.163117854,1.09E-13,12.96147692
lpdA,2.163545137,4.06E-11,10.3910072
-,2.166591287,7.83E-11,10.10627588
SAUSA300_RS10690,2.166884978,3.21E-11,10.49364757
SAUSA300_RS06170,2.168881031,6.09E-19,18.21527465
-,2.168913347,1.14E-08,7.943793978
SAUSA300_RS06395,2.172507691,2.59E-10,9.586797448
SAUSA300_RS01740,2.175745495,4.70E-13,12.32773925
-,2.179052399,3.51E-05,4.454894669
-,2.181358046,0.000164654,3.783428886
SAUSA300_RS05730,2.189641319,6.24E-11,10.20477739
SAUSA300_RS04340,2.191371306,7.20E-21,20.1429173
SAUSA300_RS10720,2.201215905,4.11E-10,9.386292083
-,2.202538635,2.55E-13,12.5926382
SAUSA300_RS04365,2.210276881,8.20E-59,58.08621755
arcC,2.213419375,1.56E-24,23.80693134
SAUSA300_RS16080,2.215614697,3.44E-16,15.46396339
SAUSA300_RS01745,2.22129355,3.01E-10,9.520781277
SAUSA300_RS04555,2.222321579,3.78E-32,31.42292655
hutH,2.225123263,1.95E-53,52.70960484
SAUSA300_RS05895,2.227443194,1.79E-29,28.74706397
SAUSA300_RS10635,2.22935322,5.81E-92,91.23593497
dnaK,2.234446669,1.63E-13,12.78648805
SAUSA300_RS02730,2.239816655,6.78E-15,14.1690126
SAUSA300_RS10670,2.245477686,8.39E-15,14.07619161
fmtB,2.24749468,5.34E-33,32.27258196
SAUSA300_RS13655,2.248924029,4.83E-21,20.31605583
-,2.251638319,2.96E-09,8.528376479
-,2.262000557,3.20E-18,17.49466314
SAUSA300_RS13635,2.270754085,8.42E-06,5.07452
SAUSA300_RS10725,2.276133711,6.14E-15,14.21170763
SAUSA300_RS04350,2.278207581,8.78E-11,10.0564969
lrgB,2.281785458,4.62E-57,56.33548002
SAUSA300_RS10545,2.283402761,1.73E-42,41.76099531
SAUSA300_RS07090,2.286811499,2.21E-37,36.65488336
SAUSA300_RS12810,2.30790568,3.63E-13,12.44044876
uvrB,2.308331437,3.53E-14,13.45234782
SAUSA300_RS10615,2.320418393,4.99E-36,35.30186029
recO,2.336485927,1.13E-13,12.94723196
SAUSA300_RS12510,2.338728783,2.23E-43,42.6521232
SAUSA300_RS11000,2.346483285,1.79E-10,9.746216252
-,2.365081183,5.02E-17,16.29929871
thrS,2.365559253,5.74E-41,40.24083808
SAUSA300_RS07340,2.365616596,1.65E-27,26.78199846
SAUSA300_RS08955,2.367320662,1.05E-15,14.97727177
SAUSA300_RS08005,2.372127081,4.25E-16,15.37120109
SAUSA300_RS10550,2.373081374,3.84E-14,13.4155927
-,2.375023277,5.05E-08,7.296761453
-,2.377507053,2.13E-13,12.67204757
-,2.378759009,2.65E-08,7.576447397
-,2.381349172,1.28E-10,9.894488743
SAUSA300_RS04550,2.386160213,3.27E-19,18.48593923
SAUSA300_RS10680,2.386822536,5.68E-08,7.245686158
SAUSA300_RS10565,2.396611342,1.42E-35,34.84922547
SAUSA300_RS09105,2.398483916,2.01E-26,25.69610594
SAUSA300_RS09725,2.398733744,2.43E-06,5.613920074
SAUSA300_RS00255,2.400669176,7.12E-08,7.147768165
SAUSA300_RS07060,2.410679264,1.92E-20,19.7159589
-,2.415464978,6.62E-17,16.17924298
-,2.421030704,1.51E-11,10.82149518
SAUSA300_RS10610,2.42323122,3.60E-36,35.44395585
SAUSA300_RS04355,2.443101961,2.45E-21,20.61081375
SAUSA300_RS09705,2.444269751,0.000893679,3.048818287
SAUSA300_RS10605,2.448562719,6.55E-47,46.1838139
SAUSA300_RS05125,2.451125704,4.75E-43,42.32302882
SAUSA300_RS12160,2.453629052,2.93E-49,48.53295167
SAUSA300_RS15215,2.463073506,2.96E-12,11.5283739
SAUSA300_RS04345,2.472589884,1.48E-28,27.82836348
SAUSA300_RS01385,2.493158851,2.23E-28,27.65192958
-,2.494490355,3.15E-17,16.50166667
tenA,2.502030004,0.001853112,2.732098328
menC,2.50617131,1.22E-14,13.91485306
arcA,2.516607468,5.48E-06,5.261019745
SAUSA300_RS10570,2.518126827,9.99E-38,37.00038085
SAUSA300_RS08000,2.521119922,3.38E-17,16.47136846
SAUSA300_RS10600,2.523792911,1.86E-53,52.73103015
SAUSA300_RS15495,2.526073436,4.83E-55,54.31579199
SAUSA300_RS11760,2.538113699,1.18E-55,54.9280507
SAUSA300_RS10620,2.546657798,9.28E-60,59.03227538
-,2.560615439,1.07E-08,7.968858849
SAUSA300_RS11745,2.569145992,1.62E-16,15.79095603
SAUSA300_RS02720,2.57077594,1.08E-16,15.96664193
SAUSA300_RS10705,2.571622353,1.42E-10,9.84822192
ssrS,2.595754437,6.93E-13,12.15942042
SAUSA300_RS10890,2.599202866,0.001627379,2.788511423
SAUSA300_RS01400,2.607306573,0.003384989,2.470442773
SAUSA300_RS12400,2.620720485,1.31E-39,38.8823253
SAUSA300_RS00670,2.622924941,1.79E-17,16.74759794
ebh,2.635690968,1.56E-31,30.80620611
pepA1,2.63666654,4.74E-07,6.324083143
ygs,2.642429764,4.21E-69,68.3759782
SAUSA300_RS10630,2.6535713,1.53E-42,41.81427968
SAUSA300_RS10625,2.674083681,5.91E-44,43.22874018
SAUSA300_RS02725,2.675556884,1.54E-16,15.81125848
SAUSA300_RS06390,2.700568878,9.98E-10,9.000716726
-,2.702634596,0.000998438,3.000678701
argF,2.711253796,3.50E-10,9.456221898
SAUSA300_RS10580,2.757333012,1.49E-99,98.82695573
SAUSA300_RS12560,2.791957626,2.45E-50,49.61107192
nth,2.844507748,4.58E-18,17.3389835
SAUSA300_RS07995,2.851325163,6.36E-23,22.19682413
sarV,2.887952795,4.85E-69,68.31385043
SAUSA300_RS10590,2.919251866,3.00E-120,119.523556
SAUSA300_RS10675,2.932729334,0.008088384,2.092138238
SAUSA300_RS13170,2.939506384,3.59E-16,15.44530051
-,2.948835404,1.17E-15,14.93288117
perR,2.959859151,5.02E-81,80.29915067
SAUSA300_RS03310,2.976879618,9.97E-27,26.00124539
SAUSA300_RS11880,2.982245006,9.65E-22,21.0154751
SAUSA300_RS10585,3.001356718,7.88E-82,81.103646
-,3.040046784,7.32E-23,22.13521288
arcD,3.103722291,3.27E-26,25.48480011
SAUSA300_RS10685,3.113766138,0.000871941,3.059513052
-,3.131940041,1.18E-22,21.92692773
SAUSA300_RS07320,3.151514836,8.51E-52,51.07023408
ffs,3.161062656,4.11E-53,52.38582317
SAUSA300_RS07505,3.168454296,9.33E-22,21.03025234
-,3.185941017,7.52E-17,16.12355676
-,3.222037066,9.99E-07,6.000272189
SAUSA300_RS01935,3.260302614,1.19E-18,17.92311457
SAUSA300_RS13640,3.265691472,2.85E-13,12.54490528
SAUSA300_RS00995,3.27704084,5.75E-33,32.2402029
dinB,3.311452934,2.51E-21,20.59971771
-,3.325711158,3.06E-28,27.51483458
SAUSA300_RS10575,3.330833015,1.91E-12,11.71915419
SAUSA300_RS01380,3.354393666,1.96E-22,21.70793595
SAUSA300_RS06905,3.372905173,6.89E-137,136.1620037
SAUSA300_RS11830,3.471076749,3.94E-24,23.40504471
-,3.473645494,0.029160251,1.535208743
SAUSA300_RS09890,3.528671288,5.24E-16,15.28079575
SAUSA300_RS15985,3.530307797,1.33E-36,35.87457697
sosA,3.604236637,6.23E-33,32.20562314
hlgC,3.703624178,3.06E-32,31.51401272
SAUSA300_RS09895,3.741481424,1.88E-20,19.72477442
msaC,3.935005252,2.03E-11,10.69196964
SAUSA300_RS15330,3.937824491,0.030427065,1.516739937
hlgB,3.95328182,5.45E-43,42.26383351
SAUSA300_RS01090,4.124446894,5.56E-25,24.25512108
hlgA,4.775874306,1.58E-45,44.8006956
spa,5.321105189,1.20E-199,198.9223723
argH,5.759258213,1.78E-34,33.74992635
SAUSA300_RS04665,6.296061094,6.71E-39,38.17319413
SAUSA300_RS06840,6.936215318,1.32E-55,54.88105147
